Chidamber-Kemerer metrics,sexta, 3 dez 2021 16:27:51 GMT
Class,CBO,DIT,LCOM,NOC,RFC,WMC
org.jabref.logic.importer.fetcher.MathSciNet,21,1,4,0,39,9
org.jabref.logic.importer.fetcher.MathSciNetTest,9,1,1,0,23,5
org.jabref.logic.importer.fetcher.MedlineFetcher,20,1,5,0,56,23
org.jabref.logic.importer.fetcher.MedlineFetcherTest,7,1,1,0,30,10
org.jabref.logic.importer.fetcher.Medra,17,1,5,0,40,12
org.jabref.logic.importer.fetcher.MedraTest,6,1,2,0,13,4
org.jabref.logic.importer.fetcher.MrDLibFetcher,15,1,2,0,46,12
org.jabref.logic.importer.fetcher.MrDLibFetcherTest,6,1,1,0,15,4
org.jabref.logic.importer.fetcher.OpenAccessDoi,7,1,2,0,22,4
org.jabref.logic.importer.fetcher.OpenAccessDoiTest,4,1,1,0,13,5
org.jabref.logic.importer.fetcher.PagedSearchFetcherTest,n/a,n/a,n/a,n/a,6,n/a
org.jabref.logic.importer.fetcher.RfcFetcher,9,1,4,0,12,7
org.jabref.logic.importer.fetcher.RfcFetcherTest,7,1,1,0,21,9
org.jabref.logic.importer.fetcher.ScienceDirect,9,1,2,0,54,11
org.jabref.logic.importer.fetcher.ScienceDirectTest,3,1,1,0,12,5
org.jabref.logic.importer.fetcher.SearchBasedFetcherCapabilityTest,n/a,n/a,n/a,n/a,33,n/a
org.jabref.logic.importer.fetcher.SpringerFetcher,19,1,5,0,60,23
org.jabref.logic.importer.fetcher.SpringerFetcherTest,8,1,5,0,36,12
org.jabref.logic.importer.fetcher.SpringerLink,8,1,2,0,24,5
org.jabref.logic.importer.fetcher.SpringerLinkTest,4,1,1,0,16,7
org.jabref.logic.importer.fetcher.TitleFetcher,12,1,3,0,16,6
org.jabref.logic.importer.fetcher.TitleFetcherTest,6,1,1,0,16,5
org.jabref.logic.importer.fetcher.TrustLevel,19,n/a,3,n/a,4,2
org.jabref.logic.importer.fetcher.ZbMATH,21,1,4,0,44,12
org.jabref.logic.importer.fetcher.ZbMATHTest,9,1,1,0,22,6
org.jabref.logic.importer.fetcher.transformers.AbstractQueryTransformer,46,1,2,6,50,28
org.jabref.logic.importer.fetcher.transformers.ArXivQueryTransformer,4,3,8,0,13,8
org.jabref.logic.importer.fetcher.transformers.ArXivQueryTransformerTest,4,3,5,0,13,6
org.jabref.logic.importer.fetcher.transformers.CollectionOfComputerScienceBibliographiesQueryTransformer,4,2,7,0,10,7
org.jabref.logic.importer.fetcher.transformers.CollectionOfComputerScienceBibliographiesQueryTransformerTest,3,2,5,0,12,7
org.jabref.logic.importer.fetcher.transformers.DBLPQueryTransformer,4,4,6,0,9,6
org.jabref.logic.importer.fetcher.transformers.DBLPQueryTransformerTest,3,2,5,0,12,7
org.jabref.logic.importer.fetcher.transformers.DefaultLuceneQueryTransformer,3,2,7,0,8,7
org.jabref.logic.importer.fetcher.transformers.DefaultQueryTransformer,9,4,6,0,7,6
org.jabref.logic.importer.fetcher.transformers.DefaultQueryTransformerTest,2,4,5,0,5,5
org.jabref.logic.importer.fetcher.transformers.GVKQueryTransformer,4,3,8,0,13,9
org.jabref.logic.importer.fetcher.transformers.GVKQueryTransformerTest,3,2,6,0,12,7
org.jabref.logic.importer.fetcher.transformers.IEEEQueryTransformer,5,3,9,0,24,15
org.jabref.logic.importer.fetcher.transformers.IEEEQueryTransformerTest,4,2,6,0,21,10
org.jabref.logic.importer.fetcher.transformers.InfixTransformerTest,10,1,3,8,22,7
org.jabref.logic.importer.fetcher.transformers.JstorQueryTransformer,3,2,6,0,11,9
org.jabref.logic.importer.fetcher.transformers.JstorQueryTransformerTest,3,2,5,0,12,7
org.jabref.logic.importer.fetcher.transformers.ScholarQueryTransformer,4,4,6,0,7,6
org.jabref.logic.importer.fetcher.transformers.ScholarQueryTransformerTest,2,4,5,0,5,5
org.jabref.logic.importer.fetcher.transformers.SpringerQueryTransformer,3,2,7,0,9,7
org.jabref.logic.importer.fetcher.transformers.SpringerQueryTransformerTest,3,2,5,0,12,7
org.jabref.logic.importer.fetcher.transformers.YearAndYearRangeByFilteringQueryTransformer,6,3,1,3,4,1
org.jabref.logic.importer.fetcher.transformers.YearAndYearRangeByFilteringQueryTransformerTest,7,3,1,2,9,1
org.jabref.logic.importer.fetcher.transformers.YearRangeByFilteringQueryTransformer,12,2,3,4,6,5
org.jabref.logic.importer.fetcher.transformers.YearRangeByFilteringQueryTransformerTest,5,2,1,2,9,1
org.jabref.logic.importer.fetcher.transformers.ZbMathQueryTransformer,3,2,9,0,11,9
org.jabref.logic.importer.fetcher.transformers.ZbMathQueryTransformerTest,3,2,5,0,12,7
org.jabref.logic.importer.fileformat.ACMPortalParser,10,1,1,0,56,33
org.jabref.logic.importer.fileformat.ACMPortalParserTest,7,1,1,0,30,9
org.jabref.logic.importer.fileformat.BibTeXMLImporter,19,2,5,0,70,49
org.jabref.logic.importer.fileformat.BibTeXMLImporterTest,3,1,1,0,10,5
org.jabref.logic.importer.fileformat.BibTeXMLImporterTestFiles,2,1,4,0,12,5
org.jabref.logic.importer.fileformat.BibTeXMLImporterTestTypes,7,1,2,0,14,2
org.jabref.logic.importer.fileformat.BiblioscapeImporter,13,2,5,0,34,73
org.jabref.logic.importer.fileformat.BiblioscapeImporterTest,5,1,1,0,18,6
org.jabref.logic.importer.fileformat.BiblioscapeImporterTestFiles,2,1,2,0,10,3
org.jabref.logic.importer.fileformat.BiblioscapeImporterTestTypes,7,1,2,0,14,2
org.jabref.logic.importer.fileformat.BibtexImporter,16,2,6,0,26,15
org.jabref.logic.importer.fileformat.BibtexImporterTest,10,1,1,0,30,12
org.jabref.logic.importer.fileformat.BibtexParser,57,1,3,0,155,151
org.jabref.logic.importer.fileformat.BibtexParserTest,44,1,1,0,247,134
org.jabref.logic.importer.fileformat.CffImporter,16,2,5,0,37,20
org.jabref.logic.importer.fileformat.CffImporter.CffAuthor,2,1,1,0,4,2
org.jabref.logic.importer.fileformat.CffImporter.CffFormat,3,1,1,0,4,2
org.jabref.logic.importer.fileformat.CffImporter.CffIdentifier,2,1,0,0,1,1
org.jabref.logic.importer.fileformat.CffImporterTest,9,1,1,0,36,16
org.jabref.logic.importer.fileformat.CoinsParser,8,1,1,0,18,7
org.jabref.logic.importer.fileformat.CopacImporter,14,2,6,0,33,29
org.jabref.logic.importer.fileformat.CopacImporterTest,6,1,1,0,14,4
org.jabref.logic.importer.fileformat.CopacImporterTestFiles,2,1,4,0,12,5
org.jabref.logic.importer.fileformat.CustomImporter,10,2,3,0,32,16
org.jabref.logic.importer.fileformat.CustomImporterTest,5,1,1,0,30,14
org.jabref.logic.importer.fileformat.EndnoteImporter,15,2,6,0,42,61
org.jabref.logic.importer.fileformat.EndnoteImporterTest,9,1,1,0,38,12
org.jabref.logic.importer.fileformat.EndnoteXmlImporter,45,2,7,0,98,30
org.jabref.logic.importer.fileformat.EndnoteXmlImporterTestFiles,3,1,2,0,18,6
org.jabref.logic.importer.fileformat.GvkParser,9,1,1,0,42,89
org.jabref.logic.importer.fileformat.ImporterTestEngine,22,1,2,0,31,7
org.jabref.logic.importer.fileformat.InspecImporter,13,2,5,0,31,25
org.jabref.logic.importer.fileformat.InspecImporterTest,10,1,3,0,37,12
org.jabref.logic.importer.fileformat.IsiImporter,16,2,6,0,66,78
org.jabref.logic.importer.fileformat.IsiImporterTest,12,1,7,0,56,22
org.jabref.logic.importer.fileformat.MedlineImporter,71,2,6,0,209,153
org.jabref.logic.importer.fileformat.MedlineImporterTest,2,1,1,0,10,5
org.jabref.logic.importer.fileformat.MedlineImporterTestFiles,2,1,5,0,16,7
org.jabref.logic.importer.fileformat.MedlinePlainImporter,15,2,6,0,62,82
org.jabref.logic.importer.fileformat.MedlinePlainImporterTest,10,1,2,0,62,21
org.jabref.logic.importer.fileformat.ModsImporter,47,2,5,0,113,80
org.jabref.logic.importer.fileformat.ModsImporterTestFiles,3,1,1,0,15,4
org.jabref.logic.importer.fileformat.MrDLibImporter,9,2,4,0,46,22
org.jabref.logic.importer.fileformat.MrDLibImporter.RankedBibEntry,2,1,0,0,1,1
org.jabref.logic.importer.fileformat.MrDLibImporterTest,6,1,1,0,21,7
org.jabref.logic.importer.fileformat.MsBibImporter,8,2,5,0,23,9
org.jabref.logic.importer.fileformat.MsBibImporterTest,6,1,7,0,25,8
org.jabref.logic.importer.fileformat.MsBibImporterTestFiles,2,1,4,0,13,5
org.jabref.logic.importer.fileformat.OvidImporter,17,2,5,0,45,42
org.jabref.logic.importer.fileformat.OvidImporterTest,11,1,3,0,43,14
org.jabref.logic.importer.fileformat.PdfContentImporter,21,2,7,0,72,89
org.jabref.logic.importer.fileformat.PdfContentImporterTest,9,1,1,0,28,7
org.jabref.logic.importer.fileformat.PdfContentImporterTestFiles,3,1,2,0,11,3
org.jabref.logic.importer.fileformat.PdfEmbeddedBibFileImporter,17,2,7,0,45,26
org.jabref.logic.importer.fileformat.PdfEmbeddedBibFileImporterTest,9,1,1,0,26,5
org.jabref.logic.importer.fileformat.PdfGrobidImporter,14,2,8,0,25,11
org.jabref.logic.importer.fileformat.PdfGrobidImporterTest,9,1,1,0,30,6
org.jabref.logic.importer.fileformat.PdfMergeMetadataImporter,25,2,6,1,59,20
org.jabref.logic.importer.fileformat.PdfMergeMetadataImporter.EntryBasedFetcherWrapper,14,3,1,0,14,5
org.jabref.logic.importer.fileformat.PdfMergeMetadataImporterTest,12,1,1,0,34,5
org.jabref.logic.importer.fileformat.PdfVerbatimBibTextImporter,16,2,7,0,35,9
org.jabref.logic.importer.fileformat.PdfVerbatimBibTextImporterTest,10,1,1,0,29,5
org.jabref.logic.importer.fileformat.PdfXmpImporter,13,2,8,0,17,10
org.jabref.logic.importer.fileformat.PdfXmpImporterTest,8,1,2,0,35,10
org.jabref.logic.importer.fileformat.RISImporterTest,3,1,1,0,16,6
org.jabref.logic.importer.fileformat.RISImporterTestFiles,2,1,2,0,9,3
org.jabref.logic.importer.fileformat.RepecNepImporter,12,2,6,0,51,45
org.jabref.logic.importer.fileformat.RepecNepImporterTest,4,1,2,0,28,10
org.jabref.logic.importer.fileformat.RisImporter,19,2,5,0,57,77
org.jabref.logic.importer.fileformat.SilverPlatterImporter,13,2,5,0,38,35
org.jabref.logic.importer.fileformat.SilverPlatterImporterTest,4,1,2,0,18,8
org.jabref.logic.importer.util.FileFieldParser,10,1,1,0,30,19
org.jabref.logic.importer.util.FileFieldParserTest,2,1,4,0,20,4
org.jabref.logic.importer.util.GrobidService,13,1,1,0,26,6
org.jabref.logic.importer.util.GrobidService.ConsolidateCitations,3,n/a,3,n/a,4,2
org.jabref.logic.importer.util.GrobidServiceTest,9,1,2,0,32,6
org.jabref.logic.importer.util.GroupsParser,28,1,1,0,60,38
org.jabref.logic.importer.util.GroupsParserTest,20,1,1,0,36,12
org.jabref.logic.importer.util.INSPIREBibtexFilterReader,0,3,1,0,14,14
org.jabref.logic.importer.util.IdentifierParser,10,1,1,0,6,7
org.jabref.logic.importer.util.JsonReader,5,1,1,0,7,2
org.jabref.logic.importer.util.JsonReaderTest,2,1,5,0,11,5
org.jabref.logic.importer.util.MediaTypes,4,1,0,0,0,0
org.jabref.logic.importer.util.MetaDataParser,14,1,1,0,64,30
org.jabref.logic.importer.util.ShortDOIService,6,1,1,0,17,3
org.jabref.logic.importer.util.ShortDOIServiceException,4,4,0,0,10,5
org.jabref.logic.importer.util.ShortDOIServiceTest,3,1,1,0,8,3
org.jabref.logic.integrity.ASCIICharacterChecker,7,1,1,0,11,3
org.jabref.logic.integrity.ASCIICharacterCheckerTest,4,1,1,0,13,6
org.jabref.logic.integrity.AbbreviationChecker,6,1,1,0,7,4
org.jabref.logic.integrity.AbbreviationCheckerTest,4,1,1,0,13,5
org.jabref.logic.integrity.BibStringChecker,8,1,1,0,14,5
org.jabref.logic.integrity.BibStringCheckerTest,5,1,1,0,13,4
org.jabref.logic.integrity.BibTeXEntryTypeChecker,8,1,1,0,8,2
org.jabref.logic.integrity.BooktitleChecker,5,1,1,0,7,3
org.jabref.logic.integrity.BooktitleCheckerTest,1,1,1,0,7,3
org.jabref.logic.integrity.BracesCorrector,1,1,1,0,7,4
org.jabref.logic.integrity.BracesCorrectorTest,1,1,8,0,11,8
org.jabref.logic.integrity.BracketChecker,5,1,1,0,7,7
org.jabref.logic.integrity.BracketCheckerTest,1,1,1,0,14,10
org.jabref.logic.integrity.CitationKeyChecker,9,1,1,0,10,3
org.jabref.logic.integrity.CitationKeyCheckerTest,6,1,1,0,13,4
org.jabref.logic.integrity.CitationKeyDeviationChecker,10,1,1,0,13,4
org.jabref.logic.integrity.CitationKeyDeviationCheckerTest,12,1,2,0,17,2
org.jabref.logic.integrity.CitationKeyDuplicationChecker,8,1,1,0,11,4
org.jabref.logic.integrity.CitationKeyDuplicationCheckerTest,7,1,1,0,14,2
org.jabref.logic.integrity.DatabaseChecker,n/a,n/a,n/a,n/a,1,n/a
org.jabref.logic.integrity.DateChecker,6,1,1,0,7,3
org.jabref.logic.integrity.DateCheckerTest,1,1,1,0,7,3
org.jabref.logic.integrity.DoiDuplicationChecker,9,1,1,0,19,2
org.jabref.logic.integrity.DoiDuplicationCheckerTest,6,1,1,0,15,3
org.jabref.logic.integrity.DoiValidityChecker,6,1,1,0,6,3
org.jabref.logic.integrity.DoiValidityCheckerTest,1,1,1,0,11,7
org.jabref.logic.integrity.EditionChecker,6,1,1,0,17,9
org.jabref.logic.integrity.EditionCheckerTest,4,1,3,0,31,19
org.jabref.logic.integrity.EntryChecker,n/a,n/a,n/a,n/a,1,n/a
org.jabref.logic.integrity.EntryLinkChecker,9,1,1,0,18,8
org.jabref.logic.integrity.EntryLinkCheckerTest,5,1,2,0,21,8
org.jabref.logic.integrity.FieldChecker,8,1,1,0,11,3
org.jabref.logic.integrity.FieldCheckers,61,1,2,0,27,7
org.jabref.logic.integrity.FileChecker,8,1,1,0,16,5
org.jabref.logic.integrity.HTMLCharacterChecker,8,1,1,0,14,4
org.jabref.logic.integrity.HTMLCharacterCheckerTest,4,1,1,0,15,7
org.jabref.logic.integrity.HowPublishedChecker,6,1,1,0,12,4
org.jabref.logic.integrity.HowPublishedCheckerTest,3,1,1,0,14,7
org.jabref.logic.integrity.ISBNChecker,6,1,1,0,8,4
org.jabref.logic.integrity.ISBNCheckerTest,2,1,2,0,14,6
org.jabref.logic.integrity.ISSNChecker,6,1,1,0,9,4
org.jabref.logic.integrity.ISSNCheckerTest,2,1,2,0,15,7
org.jabref.logic.integrity.IntegrityCheck,26,1,1,0,22,9
org.jabref.logic.integrity.IntegrityCheckTest,19,1,3,0,56,22
org.jabref.logic.integrity.IntegrityMessage,35,1,3,0,14,10
org.jabref.logic.integrity.JournalInAbbreviationListChecker,8,1,1,0,11,4
org.jabref.logic.integrity.JournalInAbbreviationListCheckerTest,7,1,1,0,16,5
org.jabref.logic.integrity.MonthChecker,6,1,1,0,12,5
org.jabref.logic.integrity.MonthCheckerTest,3,1,1,0,19,12
org.jabref.logic.integrity.NoBibTexFieldCheckerTest,6,1,2,0,12,3
org.jabref.logic.integrity.NoBibtexFieldChecker,12,1,1,0,15,2
org.jabref.logic.integrity.NoteChecker,6,1,1,0,12,4
org.jabref.logic.integrity.NoteCheckerTest,3,1,1,0,14,7
org.jabref.logic.integrity.PagesChecker,7,1,1,0,11,5
org.jabref.logic.integrity.PagesCheckerBibLatexTest,3,1,1,0,27,19
org.jabref.logic.integrity.PagesCheckerTest,3,1,1,0,16,9
org.jabref.logic.integrity.PersonNamesChecker,9,1,1,0,17,6
org.jabref.logic.integrity.PersonNamesCheckerTest,3,1,3,0,22,13
org.jabref.logic.integrity.TitleChecker,6,1,1,0,17,9
org.jabref.logic.integrity.TitleCheckerTest,3,1,1,0,47,40
org.jabref.logic.integrity.TypeChecker,8,1,1,0,9,3
org.jabref.logic.integrity.TypeCheckerTest,5,1,1,0,9,2
org.jabref.logic.integrity.UTF8Checker,7,1,1,0,16,4
org.jabref.logic.integrity.UTF8CheckerTest,4,1,3,0,22,4
org.jabref.logic.integrity.UrlChecker,5,1,1,0,6,3
org.jabref.logic.integrity.UrlCheckerTest,1,1,1,0,10,6
org.jabref.logic.integrity.ValidCitationKeyChecker,6,1,1,0,7,3
org.jabref.logic.integrity.ValidCitationKeyCheckerTest,2,1,2,0,9,2
org.jabref.logic.integrity.ValueChecker,n/a,n/a,n/a,n/a,1,n/a
org.jabref.logic.integrity.YearChecker,5,1,1,0,10,4
org.jabref.logic.integrity.YearCheckerTest,1,1,1,0,20,16
org.jabref.logic.journals.Abbreviation,4,1,1,0,20,18
org.jabref.logic.journals.AbbreviationFormat,2,1,1,0,7,2
org.jabref.logic.journals.AbbreviationParser,4,1,1,0,21,10
org.jabref.logic.journals.AbbreviationTest,1,1,12,0,23,12
org.jabref.logic.journals.AbbreviationWriter,2,1,1,0,11,4
org.jabref.logic.journals.AbbreviationsTest,2,1,1,0,7,3
org.jabref.logic.journals.JournalAbbreviationLoader,4,1,1,0,23,5
org.jabref.logic.journals.JournalAbbreviationPreferences,1,1,2,0,4,4
org.jabref.logic.journals.JournalAbbreviationRepository,3,1,2,0,52,17
org.jabref.logic.journals.JournalAbbreviationRepositoryTest,3,1,1,0,31,12
org.jabref.logic.l10n.Encodings,4,1,1,0,11,2
org.jabref.logic.l10n.EncodingsTest,2,1,1,0,6,4
org.jabref.logic.l10n.JavaLocalizationEntryParser,4,1,1,0,22,18
org.jabref.logic.l10n.JavaLocalizationEntryParserTest,2,1,5,0,17,8
org.jabref.logic.l10n.Language,9,n/a,4,n/a,11,6
org.jabref.logic.l10n.LanguageTest,1,1,3,0,9,3
org.jabref.logic.l10n.Localization,396,1,1,0,35,13
org.jabref.logic.l10n.Localization.LocalizationBundle,1,2,2,0,11,5
org.jabref.logic.l10n.LocalizationBundleForTest,5,n/a,2,n/a,2,0
org.jabref.logic.l10n.LocalizationConsistencyTest,7,1,6,0,70,17
org.jabref.logic.l10n.LocalizationConsistencyTest.DuplicationDetectionProperties,1,4,1,0,9,4
org.jabref.logic.l10n.LocalizationEntry,3,1,2,0,14,12
org.jabref.logic.l10n.LocalizationKey,4,1,4,0,8,6
org.jabref.logic.l10n.LocalizationKeyParams,3,1,1,0,10,4
org.jabref.logic.l10n.LocalizationKeyParamsTest,1,1,3,0,9,3
org.jabref.logic.l10n.LocalizationKeyTest,1,1,2,0,7,2
org.jabref.logic.l10n.LocalizationLocator,1,1,1,0,2,1
org.jabref.logic.l10n.LocalizationParser,4,1,3,0,59,20
org.jabref.logic.l10n.LocalizationTest,2,1,4,0,16,10
org.jabref.logic.layout.AbstractParamLayoutFormatter,6,1,1,5,9,10
org.jabref.logic.layout.Layout,20,1,2,0,30,21
org.jabref.logic.layout.LayoutEntry,88,1,1,0,77,89
org.jabref.logic.layout.LayoutEntryTest,8,1,3,0,18,3
org.jabref.logic.layout.LayoutFormatter,n/a,n/a,n/a,n/a,1,n/a
org.jabref.logic.layout.LayoutFormatterBasedFormatter,3,2,1,0,9,6
org.jabref.logic.layout.LayoutFormatterPreferences,36,1,4,0,12,7
org.jabref.logic.layout.LayoutHelper,12,1,2,0,36,63
org.jabref.logic.layout.LayoutHelperTest,3,1,3,0,9,3
org.jabref.logic.layout.LayoutTest,10,1,1,0,35,13
org.jabref.logic.layout.ParamLayoutFormatter,n/a,n/a,n/a,n/a,1,n/a
org.jabref.logic.layout.StringInt,4,1,0,0,1,1
org.jabref.logic.layout.TextBasedPreviewLayout,11,1,3,0,16,8
org.jabref.logic.layout.format.AuthorAbbreviator,5,1,1,0,3,1
org.jabref.logic.layout.format.AuthorAbbreviatorTest,3,1,1,0,3,1
org.jabref.logic.layout.format.AuthorAndToSemicolonReplacer,3,1,1,0,2,1
org.jabref.logic.layout.format.AuthorAndToSemicolonReplacerTest,2,1,2,0,6,2
org.jabref.logic.layout.format.AuthorAndsCommaReplacer,4,1,1,0,5,5
org.jabref.logic.layout.format.AuthorAndsCommaReplacerTest,2,1,1,0,3,1
org.jabref.logic.layout.format.AuthorAndsReplacer,4,1,1,0,5,3
org.jabref.logic.layout.format.AuthorAndsReplacerTest,2,1,1,0,3,1
org.jabref.logic.layout.format.AuthorFirstAbbrLastCommas,4,1,1,0,2,1
org.jabref.logic.layout.format.AuthorFirstAbbrLastCommasTest,2,1,1,0,3,1
org.jabref.logic.layout.format.AuthorFirstAbbrLastOxfordCommas,4,1,1,0,2,1
org.jabref.logic.layout.format.AuthorFirstAbbrLastOxfordCommasTest,2,1,1,0,3,1
org.jabref.logic.layout.format.AuthorFirstFirst,4,1,1,0,2,1
org.jabref.logic.layout.format.AuthorFirstFirstCommas,4,1,1,0,2,1
org.jabref.logic.layout.format.AuthorFirstFirstCommasTest,1,1,1,0,3,1
org.jabref.logic.layout.format.AuthorFirstFirstTest,1,1,1,0,3,1
org.jabref.logic.layout.format.AuthorFirstLastCommas,4,1,1,0,2,1
org.jabref.logic.layout.format.AuthorFirstLastCommasTest,2,1,2,0,6,2
org.jabref.logic.layout.format.AuthorFirstLastOxfordCommas,4,1,1,0,2,1
org.jabref.logic.layout.format.AuthorFirstLastOxfordCommasTest,2,1,1,0,3,1
org.jabref.logic.layout.format.AuthorLF_FF,4,1,1,0,3,1
org.jabref.logic.layout.format.AuthorLF_FFAbbr,4,1,1,0,3,1
org.jabref.logic.layout.format.AuthorLF_FFAbbrTest,1,1,1,0,3,1
org.jabref.logic.layout.format.AuthorLF_FFTest,1,1,1,0,3,1
org.jabref.logic.layout.format.AuthorLastFirst,4,1,1,0,2,1
org.jabref.logic.layout.format.AuthorLastFirstAbbrCommas,4,1,1,0,2,1
org.jabref.logic.layout.format.AuthorLastFirstAbbrCommasTest,2,1,1,0,3,1
org.jabref.logic.layout.format.AuthorLastFirstAbbrOxfordCommas,4,1,1,0,2,1
org.jabref.logic.layout.format.AuthorLastFirstAbbrOxfordCommasTest,2,1,1,0,3,1
org.jabref.logic.layout.format.AuthorLastFirstAbbreviator,5,1,1,0,2,1
org.jabref.logic.layout.format.AuthorLastFirstAbbreviatorTester,1,1,1,0,8,6
org.jabref.logic.layout.format.AuthorLastFirstCommas,4,1,1,0,2,1
org.jabref.logic.layout.format.AuthorLastFirstCommasTest,2,1,1,0,3,1
org.jabref.logic.layout.format.AuthorLastFirstOxfordCommas,4,1,1,0,2,1
org.jabref.logic.layout.format.AuthorLastFirstOxfordCommasTest,2,1,1,0,3,1
org.jabref.logic.layout.format.AuthorLastFirstTest,2,1,1,0,3,1
org.jabref.logic.layout.format.AuthorNatBib,4,1,1,0,2,1
org.jabref.logic.layout.format.AuthorNatBibTest,2,1,2,0,6,2
org.jabref.logic.layout.format.AuthorOrgSci,6,1,1,0,10,3
org.jabref.logic.layout.format.AuthorOrgSciTest,4,1,4,0,9,4
org.jabref.logic.layout.format.Authors,5,2,1,0,41,56
org.jabref.logic.layout.format.AuthorsTest,3,1,1,0,26,23
org.jabref.logic.layout.format.CSLType,3,1,1,0,2,1
org.jabref.logic.layout.format.CompositeFormat,4,1,1,0,7,5
org.jabref.logic.layout.format.CompositeFormatTest,4,1,3,0,8,3
org.jabref.logic.layout.format.CreateBibORDFAuthors,3,1,1,0,9,5
org.jabref.logic.layout.format.CreateDocBook4Authors,6,1,1,0,6,1
org.jabref.logic.layout.format.CreateDocBook4Editors,6,1,1,0,6,1
org.jabref.logic.layout.format.CreateDocBook5Authors,6,1,1,0,6,1
org.jabref.logic.layout.format.CreateDocBook5Editors,6,1,1,0,6,1
org.jabref.logic.layout.format.CurrentDate,2,1,1,0,6,2
org.jabref.logic.layout.format.DOICheck,4,1,1,0,6,3
org.jabref.logic.layout.format.DOICheckTest,2,1,2,0,6,2
org.jabref.logic.layout.format.DOIStrip,4,1,1,0,4,2
org.jabref.logic.layout.format.DOIStripTest,2,1,2,0,6,2
org.jabref.logic.layout.format.DateFormatter,3,1,1,0,5,2
org.jabref.logic.layout.format.DateFormatterTest,3,1,1,0,7,4
org.jabref.logic.layout.format.Default,3,1,1,0,3,3
org.jabref.logic.layout.format.DefaultTest,3,1,2,0,8,3
org.jabref.logic.layout.format.DocBookAuthorFormatter,8,1,1,0,13,5
org.jabref.logic.layout.format.DocBookVersion,5,n/a,2,n/a,2,0
org.jabref.logic.layout.format.EntryTypeFormatter,5,1,1,0,3,1
org.jabref.logic.layout.format.EntryTypeFormatterTest,1,1,2,0,6,2
org.jabref.logic.layout.format.FileLink,6,1,1,0,18,10
org.jabref.logic.layout.format.FileLinkPreferences,8,1,2,0,3,3
org.jabref.logic.layout.format.FileLinkTest,4,1,2,0,11,4
org.jabref.logic.layout.format.FirstPage,4,1,1,0,2,3
org.jabref.logic.layout.format.FirstPageTest,2,1,2,0,6,2
org.jabref.logic.layout.format.FormatPagesForHTML,2,1,1,0,2,1
org.jabref.logic.layout.format.FormatPagesForXML,2,1,1,0,2,1
org.jabref.logic.layout.format.GetOpenOfficeType,4,1,1,0,2,15
org.jabref.logic.layout.format.HTMLChars,6,1,1,0,20,29
org.jabref.logic.layout.format.HTMLCharsTest,2,1,1,0,11,9
org.jabref.logic.layout.format.HTMLParagraphs,3,1,1,0,12,5
org.jabref.logic.layout.format.HTMLParagraphsTest,2,1,2,0,6,2
org.jabref.logic.layout.format.IfPlural,3,2,1,0,7,5
org.jabref.logic.layout.format.IfPluralTest,3,1,6,0,9,6
org.jabref.logic.layout.format.Iso690FormatDate,4,1,1,0,8,5
org.jabref.logic.layout.format.Iso690NamesAuthors,4,1,1,0,8,10
org.jabref.logic.layout.format.JournalAbbreviator,3,1,1,0,5,2
org.jabref.logic.layout.format.LastPage,4,1,1,0,2,4
org.jabref.logic.layout.format.LastPageTest,2,1,2,0,6,2
org.jabref.logic.layout.format.LatexToUnicodeFormatter,13,2,5,0,7,5
org.jabref.logic.layout.format.LatexToUnicodeFormatterTest,1,1,1,0,37,34
org.jabref.logic.layout.format.MarkdownFormatter,3,1,1,0,16,2
org.jabref.logic.layout.format.MarkdownFormatterTest,1,1,1,0,15,7
org.jabref.logic.layout.format.NameFormatter,8,1,2,0,22,20
org.jabref.logic.layout.format.NameFormatterPreferences,6,1,2,0,3,3
org.jabref.logic.layout.format.NameFormatterTest,1,1,2,0,5,2
org.jabref.logic.layout.format.NoSpaceBetweenAbbreviations,5,1,1,0,2,1
org.jabref.logic.layout.format.NoSpaceBetweenAbbreviationsTest,2,1,2,0,6,2
org.jabref.logic.layout.format.NotFoundFormatter,3,1,1,0,4,3
org.jabref.logic.layout.format.Number,3,1,2,0,3,2
org.jabref.logic.layout.format.Ordinal,3,1,1,0,10,3
org.jabref.logic.layout.format.OrdinalTest,1,1,7,0,10,7
org.jabref.logic.layout.format.RTFChars,6,1,1,0,24,75
org.jabref.logic.layout.format.RTFCharsTest,2,1,1,0,16,14
org.jabref.logic.layout.format.RemoveBrackets,6,1,1,0,6,3
org.jabref.logic.layout.format.RemoveBracketsAddComma,3,1,1,0,6,4
org.jabref.logic.layout.format.RemoveBracketsAddCommaTest,2,1,2,0,7,3
org.jabref.logic.layout.format.RemoveBracketsTest,2,1,1,0,8,6
org.jabref.logic.layout.format.RemoveLatexCommandsFormatter,7,1,1,0,11,14
org.jabref.logic.layout.format.RemoveLatexCommandsFormatterTest,1,1,1,0,12,10
org.jabref.logic.layout.format.RemoveTilde,5,1,1,0,6,4
org.jabref.logic.layout.format.RemoveTildeTest,2,1,2,0,7,3
org.jabref.logic.layout.format.RemoveWhitespace,5,1,1,0,8,4
org.jabref.logic.layout.format.RemoveWhitespaceTest,1,1,5,0,8,5
org.jabref.logic.layout.format.Replace,3,2,1,0,6,4
org.jabref.logic.layout.format.ReplaceTest,3,1,6,0,9,6
